Image Name,Height,Width,Ratio
anger/images - 2020-11-06T000409.065_face.png,8.559,35.511,4.149
anger/images - 2020-11-06T000443.496_face.png,10.44,41.0,3.927
anger/images - 2020-11-06T001259.572_face.png,10.689,36.222,3.389
anger/images - 2020-11-06T001310.006_face.png,9.708,41.437,4.268
anger/images - 2020-11-06T002044.365_face.png,9.552,40.05,4.193
anger/images - 2020-11-06T002810.946_face.png,9.124,26.173,2.868
anger/images - 2020-11-06T002913.862_face.png,10.512,43.012,4.092
anger/images - 2020-11-06T002923.875_face.png,12.093,42.19,3.489
anger/images - 2020-11-06T002925.726_face.png,10.735,34.015,3.168
anger/images - 2020-11-06T002930.192_face.png,9.0,38.013,4.224
anger/images - 2020-11-06T003000.377_face.png,12.369,43.417,3.51
anger/images - 2020-11-06T003012.680_face.png,11.511,41.0,3.562
anger/images - 2020-11-06T003015.372_face.png,10.0,39.051,3.905
anger/images - 2020-11-06T003017.773_face.png,9.055,39.013,4.308
anger/images - 2020-11-06T003021.532_face.png,10.548,39.115,3.708
anger/images - 2020-11-06T003047.702_face.png,9.014,40.112,4.45
anger/images - 2020-11-06T003110.906_face.png,10.012,39.0,3.895
anger/images - 2020-11-06T003119.252_face.png,9.014,38.0,4.216
anger/images - 2020-11-06T003139.410_face.png,10.512,30.414,2.893
anger/images - 2020-11-06T003423.956_face.png,13.01,41.11,3.16
anger/images - 2020-11-06T003427.436_face.png,8.062,32.14,3.987
anger/images - 2020-11-06T003428.031_face.png,7.071,32.249,4.561
anger/images - 2020-11-06T003428.506_face.png,6.185,36.346,5.877
anger/images - 2020-11-06T003429.664_face.png,6.5,44.045,6.776
anger/images - 2020-11-06T003430.665_face.png,5.59,43.186,7.725
anger/images - 2020-11-06T003431.492_face.png,11.543,45.011,3.899
anger/images - 2020-11-06T003435.003_face.png,12.5,42.0,3.36
anger/images - 2020-11-06T003438.788_face.png,10.012,45.177,4.512
anger/images - 2020-11-06T003440.243_face.png,8.062,41.304,5.123
anger/images - 2020-11-06T003442.296_face.png,5.59,38.0,6.798
anger/images - 2020-11-06T003444.934_face.png,5.099,39.115,7.671
anger/images - 2020-11-06T003445.523_face.png,11.102,40.2,3.621
anger/images - 2020-11-06T003450.084_face.png,3.0,35.0,11.667
anger/images - 2020-11-06T003452.585_face.png,13.583,41.049,3.022
anger/images - 2020-11-06T003453.521_face.png,5.523,42.048,7.614
anger/images - 2020-11-06T003454.433_face.png,14.534,44.407,3.055
anger/images - 2020-11-06T003459.539_face.png,6.519,41.0,6.289
anger/images - 2020-11-06T003500.473_face.png,8.139,38.21,4.694
anger/images - 2020-11-06T003507.383_face.png,7.5,38.118,5.082
anger/images - 2020-11-06T003508.295_face.png,11.236,36.056,3.209
anger/images - 2020-11-06T003509.556_face.png,5.523,37.121,6.722
anger/images - 2020-11-06T003512.907_face.png,9.513,38.013,3.996
anger/images - 2020-11-06T003517.059_face.png,10.112,44.407,4.392
anger/images - 2020-11-06T003519.261_face.png,10.0,43.105,4.31
anger/images - 2020-11-06T003520.362_face.png,9.055,42.107,4.65
anger/images - 2020-11-06T003529.057_face.png,5.59,40.311,7.211
anger/images - 2020-11-06T003532.902_face.png,14.0,43.012,3.072
anger/images - 2020-11-06T003534.716_face.png,8.559,40.0,4.674
anger/images - 2020-11-06T003535.138_face.png,4.031,42.107,10.445
anger/images - 2020-11-06T003538.435_face.png,8.559,31.016,3.624
anger/images - 2020-11-06T003543.504_face.png,14.637,46.271,3.161
anger/images - 2020-11-06T003545.642_face.png,12.0,33.0,2.75
anger/images - 2020-11-06T003550.021_face.png,7.106,32.249,4.538
anger/images - 2020-11-06T003550.427_face.png,6.576,33.061,5.027
anger/images - 2020-11-06T003552.510_face.png,4.031,32.016,7.942
anger/images - 2020-11-06T003553.739_face.png,7.018,43.0,6.127
anger/images - 2020-11-06T003555.403_face.png,4.472,47.265,10.569
anger/images - 2020-11-06T003556.995_face.png,3.0,42.012,14.004
anger/images - 2020-11-06T003557.827_face.png,10.05,44.181,4.396
anger/images - 2020-11-06T003558.294_face.png,11.011,38.0,3.451
anger/images - 2020-11-06T003559.542_face.png,5.701,25.71,4.51
anger/images - 2020-11-06T003600.349_face.png,10.607,41.773,3.938
anger/images - 2020-11-06T003601.165_face.png,16.621,45.177,2.718
anger/images - 2020-11-06T003604.069_face.png,11.18,43.174,3.862
anger/images - 2020-11-06T003609.048_face.png,10.548,45.1,4.276
anger/images - 2020-11-06T003609.857_face.png,8.246,40.447,4.905
anger/images - 2020-11-06T003612.023_face.png,4.031,39.013,9.678
anger/images - 2020-11-06T003616.230_face.png,10.308,42.755,4.148
anger/images - 2020-11-06T003617.193_face.png,7.018,37.121,5.29
anger/images - 2020-11-06T003618.041_face.png,7.517,36.014,4.791
anger/images - 2020-11-06T003621.098_face.png,8.5,33.015,3.884
anger/images - 2020-11-06T003622.743_face.png,10.198,42.579,4.175
anger/images - 2020-11-06T003628.925_face.png,9.124,37.336,4.092
anger/images - 2020-11-06T003630.773_face.png,12.01,40.012,3.331
anger/images - 2020-11-06T003633.113_face.png,2.693,39.051,14.503
anger/images - 2020-11-06T003638.109_face.png,4.0,35.057,8.764
anger/images - 2020-11-06T003639.511_face.png,14.5,38.0,2.621
anger/images - 2020-11-06T003640.927_face.png,17.029,47.265,2.776
anger/images - 2020-11-06T003643.094_face.png,4.61,38.21,8.289
anger/images - 2020-11-06T003643.987_face.png,7.649,39.319,5.141
anger/images - 2020-11-06T003647.151_face.png,6.185,40.112,6.486
anger/images - 2020-11-06T003648.083_face.png,4.61,43.046,9.338
anger/images - 2020-11-06T003649.384_face.png,14.577,42.297,2.902
anger/images - 2020-11-06T003650.239_face.png,12.042,42.048,3.492
anger/images - 2020-11-06T003650.711_face.png,7.649,38.471,5.03
anger/images - 2020-11-06T003653.367_face.png,7.018,39.051,5.565
anger/images - 2020-11-06T003653.854_face.png,6.325,34.234,5.413
anger/images - 2020-11-06T003659.153_face.png,5.385,42.107,7.819
anger/images - 2020-11-06T003659.585_face.png,13.509,43.012,3.184
anger/images - 2020-11-06T003701.843_face.png,10.012,40.112,4.006
anger/images - 2020-11-06T003703.186_face.png,13.01,39.205,3.014
anger/images - 2020-11-06T003705.755_face.png,9.014,43.046,4.776
anger/images - 2020-11-06T003708.406_face.png,11.0,41.012,3.728
anger/images - 2020-11-06T003711.116_face.png,13.01,42.048,3.232
anger/images - 2020-11-06T003712.920_face.png,9.055,40.311,4.452
anger/images - 2020-11-06T003716.488_face.png,12.51,42.0,3.357
anger/images - 2020-11-06T003717.373_face.png,6.185,33.377,5.397
anger/images - 2020-11-06T003718.345_face.png,14.142,44.045,3.114
anger/images - 2020-11-06T003720.520_face.png,12.59,44.407,3.527
anger/images - 2020-11-06T003721.835_face.png,6.403,36.401,5.685
anger/images - 2020-11-06T003724.034_face.png,4.61,39.205,8.505
anger/images - 2020-11-06T003725.753_face.png,12.54,39.115,3.119
anger/images - 2020-11-06T003728.392_face.png,8.515,39.115,4.594
anger/images - 2020-11-06T003732.155_face.png,8.062,43.012,5.335
anger/images - 2020-11-06T003733.044_face.png,11.597,42.19,3.638
anger/images - 2020-11-06T003736.642_face.png,11.011,38.21,3.47
anger/images - 2020-11-06T003737.530_face.png,7.071,40.2,5.685
anger/images - 2020-11-06T003739.879_face.png,12.042,41.195,3.421
anger/images - 2020-11-06T003741.214_face.png,9.055,40.05,4.423
anger/images - 2020-11-06T003741.685_face.png,9.124,38.21,4.188
anger/images - 2020-11-06T003744.401_face.png,5.025,41.049,8.169
anger/images - 2020-11-06T003744.820_face.png,11.597,41.195,3.552
anger/images - 2020-11-06T003746.747_face.png,12.258,39.051,3.186
anger/images - 2020-11-06T003754.040_face.png,11.5,37.054,3.222
anger/images - 2020-11-06T003757.630_face.png,9.055,40.2,4.439
anger/images - 2020-11-06T003758.104_face.png,8.5,39.013,4.59
anger/images - 2020-11-06T003802.534_face.png,9.552,43.186,4.521
anger/images - 2020-11-06T004000.475_face.png,9.124,22.204,2.433
anger/images - 2020-11-06T004004.739_face.png,12.5,42.048,3.364
anger/images - 2020-11-06T004005.189_face.png,10.607,40.311,3.801
anger/images - 2020-11-06T004006.387_face.png,6.021,40.112,6.662
anger/images - 2020-11-06T004007.019_face.png,9.513,34.015,3.576
anger/images - 2020-11-06T004007.911_face.png,10.0,37.014,3.701
anger/images - 2020-11-06T004008.770_face.png,9.014,40.012,4.439
anger/images - 2020-11-06T004010.881_face.png,7.762,34.366,4.427
anger/images - 2020-11-06T004011.929_face.png,13.0,45.044,3.465
anger/images - 2020-11-06T004012.456_face.png,11.673,40.447,3.465
anger/images - 2020-11-06T004013.293_face.png,10.259,39.962,3.895
anger/images - 2020-11-06T004013.670_face.png,11.597,43.012,3.709
anger/images - 2020-11-06T004018.251_face.png,9.552,34.132,3.573
anger/images - 2020-11-06T004020.067_face.png,7.159,39.319,5.492
anger/images - 2020-11-06T004025.846_face.png,9.014,35.0,3.883
anger/images - 2020-11-06T004026.114_face.png,10.5,34.015,3.239
anger/images - 2020-11-06T004027.887_face.png,10.7,43.829,4.096
anger/images - 2020-11-06T004028.943_face.png,13.583,41.012,3.019
anger/images - 2020-11-06T004030.004_face.png,6.5,38.053,5.854
anger/images - 2020-11-06T004031.467_face.png,3.536,40.2,11.37
anger/images - 2020-11-06T004032.118_face.png,6.576,33.061,5.027
anger/images - 2020-11-06T004032.369_face.png,3.0,42.048,14.016
anger/images - 2020-11-06T004033.443_face.png,10.112,43.29,4.281
anger/images - 2020-11-06T004033.785_face.png,14.036,39.0,2.779
anger/images - 2020-11-06T004034.002_face.png,8.732,40.311,4.616
anger/images - 2020-11-06T004036.798_face.png,10.548,38.21,3.623
anger/images - 2020-11-06T004037.089_face.png,7.433,34.366,4.623
anger/images - 2020-11-06T004039.639_face.png,12.54,43.105,3.437
anger/images - 2020-11-06T004039.873_face.png,9.513,41.195,4.33
anger/images - 2020-11-06T004041.046_face.png,8.515,45.0,5.285
anger/images - 2020-11-06T004044.984_face.png,2.915,41.593,14.266
anger/images - 2020-11-06T004046.969_face.png,10.112,37.216,3.68
anger/images - 2020-11-06T004050.742_face.png,11.673,39.205,3.359
anger/images - 2020-11-06T004051.798_face.png,9.124,38.471,4.216
anger/images - 2020-11-06T004054.625_face.png,5.315,35.903,6.755
anger/images - 2020-11-06T004056.360_face.png,9.22,35.228,3.821
anger/images - 2020-11-06T004056.667_face.png,8.732,41.773,4.784
anger/images - 2020-11-06T004058.994_face.png,11.543,41.304,3.578
anger/images - 2020-11-06T004059.563_face.png,13.537,43.046,3.18
anger/images - 2020-11-06T004059.872_face.png,11.045,42.19,3.82
anger/images - 2020-11-06T004103.164_face.png,10.112,44.181,4.369
anger/images - 2020-11-06T004103.441_face.png,11.045,46.0,4.165
anger/images - 2020-11-06T004103.784_face.png,12.54,42.012,3.35
anger/images - 2020-11-06T004104.367_face.png,8.016,35.0,4.366
anger/images - 2020-11-06T004106.315_face.png,11.673,36.346,3.114
anger/images - 2020-11-06T004107.142_face.png,14.714,35.228,2.394
anger/images - 2020-11-06T004110.233_face.png,11.597,41.195,3.552
anger/images - 2020-11-06T004110.563_face.png,12.093,44.102,3.647
anger/images - 2020-11-06T004111.323_face.png,10.012,40.0,3.995
anger/images - 2020-11-06T004112.693_face.png,4.528,35.355,7.809
anger/images - 2020-11-06T004113.196_face.png,11.543,36.222,3.138
anger/images - 2020-11-06T004113.460_face.png,11.543,45.177,3.914
anger/images - 2020-11-06T004117.097_face.png,7.0,37.014,5.288
anger/images - 2020-11-06T004118.713_face.png,9.0,43.105,4.789
anger/images - 2020-11-06T004119.584_face.png,6.801,39.205,5.765
anger/images - 2020-11-06T004119.929_face.png,8.016,39.013,4.867
anger/images - 2020-11-06T004120.192_face.png,13.153,45.706,3.475
anger/images - 2020-11-06T004120.788_face.png,9.962,36.688,3.683
anger/images - 2020-11-06T004121.323_face.png,10.05,39.051,3.886
anger/images - 2020-11-06T004121.599_face.png,9.124,46.271,5.071
anger/images - 2020-11-06T004122.520_face.png,3.0,34.059,11.353
anger/images - 2020-11-06T004123.104_face.png,11.011,41.049,3.728
anger/images - 2020-11-06T004123.383_face.png,14.08,42.19,2.996
anger/images - 2020-11-06T004124.419_face.png,7.616,39.623,5.203
anger/images - 2020-11-06T004124.698_face.png,10.198,30.594,3.0
anger/images - 2020-11-06T004126.327_face.png,6.801,27.514,4.046
anger/images - 2020-11-06T004126.574_face.png,4.743,37.216,7.846
anger/images - 2020-11-06T004126.824_face.png,4.5,45.044,10.01
anger/images - 2020-11-06T004127.468_face.png,9.014,33.015,3.663
anger/images - 2020-11-06T004127.714_face.png,7.566,38.21,5.05
anger/images - 2020-11-06T004127.980_face.png,12.166,34.366,2.825
anger/images - 2020-11-06T004129.030_face.png,4.61,38.21,8.289
anger/images - 2020-11-06T004129.400_face.png,5.5,39.013,7.093
anger/images - 2020-11-06T004132.251_face.png,10.512,40.05,3.81
anger/images - 2020-11-06T004134.729_face.png,10.44,40.608,3.89
anger/images - 2020-11-06T004135.570_face.png,10.689,36.346,3.4
anger/images - 2020-11-06T004137.246_face.png,6.727,31.623,4.701
anger/images - 2020-11-06T004139.437_face.png,13.73,46.39,3.379
anger/images - 2020-11-06T004141.712_face.png,12.093,35.228,2.913
anger/images - 2020-11-06T004143.206_face.png,6.946,36.401,5.24
anger/images - 2020-11-06T004143.555_face.png,8.515,41.012,4.817
anger/images - 2020-11-06T004144.835_face.png,8.515,37.014,4.347
anger/images - 2020-11-06T004146.269_face.png,13.038,45.177,3.465
anger/images - 2020-11-06T004153.638_face.png,5.523,37.014,6.702
anger/images - 2020-11-06T004155.089_face.png,9.394,37.0,3.939
anger/images - 2020-11-06T004404.757_face.png,11.045,43.046,3.897
anger/images - 2020-11-06T004409.805_face.png,5.385,35.693,6.628
anger/images - 2020-11-06T004416.601_face.png,7.159,41.437,5.788
anger/images - 2020-11-06T004418.760_face.png,12.0,42.048,3.504
anger/images - 2020-11-06T004419.429_face.png,8.016,42.012,5.241
anger/images - 2020-11-06T004419.841_face.png,7.0,37.014,5.288
anger/images - 2020-11-06T004421.296_face.png,7.5,42.012,5.602
anger/images - 2020-11-06T004431.014_face.png,10.689,42.426,3.969
anger/images - 2020-11-06T004442.224_face.png,9.014,41.0,4.549
anger/images - 2020-11-06T004444.658_face.png,15.008,46.0,3.065
anger/images - 2020-11-06T004446.442_face.png,11.0,36.0,3.273
anger/images - 2020-11-06T004447.498_face.png,9.055,43.29,4.781
anger/images - 2020-11-06T004450.521_face.png,4.272,31.016,7.26
anger/images - 2020-11-06T004453.689_face.png,12.5,42.012,3.361
anger/images - 2020-11-06T004500.225_face.png,8.515,43.046,5.056
anger/images - 2020-11-06T004518.274_face.png,11.102,40.2,3.621
